source_code,source_concept_id,source_vocabulary_id,source_code_description,target_concept_id,target_vocabulary_id,valid_start_date,valid_end_date,invalid_reason
17013-1,0,AUMC Diagnosis,Amputation (non-traumatic),4124836,SNOMED,1995-08-12,2099-12-31,
17013-1,0,AUMC Diagnosis,Amputation (non-traumatic),4217482,SNOMED,1995-08-13,2099-12-31,
13126-1,0,AUMC Diagnosis,Nefrectomie (neoplasma),196653,SNOMED,1995-08-14,2099-12-31,
13126-1,0,AUMC Diagnosis,Nefrectomie (neoplasma),4022014,SNOMED,1995-08-15,2099-12-31,
16653-20,0,AUMC Diagnosis,Thoracaal of abdominaal aneurysma,317585,SNOMED,1995-08-16,2099-12-31,
18671-118,0,AUMC Diagnosis,"Non-operative neurologic - Abscess, neurologic",374335,SNOMED,1995-08-17,2099-12-31,
18671-151,0,AUMC Diagnosis,"Non-operative respiratory - Cancer, laryngeal",4178968,SNOMED,1995-08-18,2099-12-31,
18673-454,0,AUMC Diagnosis,"Non-operative cardiovascular - Aneurysm, dissecting aortic",320739,SNOMED,1995-08-19,2099-12-31,
18669-25,0,AUMC Diagnosis,Operatief Respiratoir - Respiratoire insufficientie na OK,318459,SNOMED,1995-08-20,2099-12-31,
18669-25,0,AUMC Diagnosis,Operatief Respiratoir - Respiratoire insufficientie na OK,4300243,SNOMED,1995-08-21,2099-12-31,
18669-25,0,AUMC Diagnosis,Operatief Respiratoir - Respiratoire insufficientie na OK,4301351,SNOMED,1995-08-22,2099-12-31,
16998-1,0,AUMC Diagnosis,Anaphylaxis,441202,SNOMED,1995-08-23,2099-12-31,
16661-21,0,AUMC Diagnosis,A.V.M./A.V.A.,4121803,SNOMED,1995-08-24,2099-12-31,
16661-21,0,AUMC Diagnosis,A.V.M./A.V.A.,4045952,SNOMED,1995-08-25,2099-12-31,
17007-19,0,AUMC Diagnosis,Head (CNS) only trauma,440921,SNOMED,1995-08-26,2099-12-31,
17007-19,0,AUMC Diagnosis,Head (CNS) only trauma,375415,SNOMED,1995-08-27,2099-12-31,
17007-19,0,AUMC Diagnosis,Head (CNS) only trauma,4132546,SNOMED,1995-08-28,2099-12-31,
17001-1,0,AUMC Diagnosis,Anemia,439777,SNOMED,1995-08-29,2099-12-31,
18593-1,0,AUMC Diagnosis,Neurologisch,376337,SNOMED,1995-08-30,2099-12-31,
17017-31,0,AUMC Diagnosis,"Pelvis/spinal trauma, surgery for",440921,SNOMED,1995-08-31,2099-12-31,
17017-31,0,AUMC Diagnosis,"Pelvis/spinal trauma, surgery for",4154168,SNOMED,1995-09-01,2099-12-31,
17017-31,0,AUMC Diagnosis,"Pelvis/spinal trauma, surgery for",4095850,SNOMED,1995-09-02,2099-12-31,
17017-31,0,AUMC Diagnosis,"Pelvis/spinal trauma, surgery for",4301351,SNOMED,1995-09-03,2099-12-31,
18671-38,0,AUMC Diagnosis,"Non-operative cardiovascular - Sepsis, pulmonary",132797,SNOMED,1995-09-04,2099-12-31,
18671-38,0,AUMC Diagnosis,"Non-operative cardiovascular - Sepsis, pulmonary",4028389,SNOMED,1995-09-05,2099-12-31,
18600-1,0,AUMC Diagnosis,Neurologisch,376337,SNOMED,1995-09-06,2099-12-31,
18600-1,0,AUMC Diagnosis,Neurologisch,4041193,SNOMED,1995-09-07,2099-12-31,
13128-1,0,AUMC Diagnosis,Aneurysma chir. bij S.A.H.,432923,SNOMED,1995-09-08,2099-12-31,
13128-1,0,AUMC Diagnosis,Aneurysma chir. bij S.A.H.,4120104,SNOMED,1995-09-09,2099-12-31,
13128-1,0,AUMC Diagnosis,Aneurysma chir. bij S.A.H.,4045469,SNOMED,1995-09-10,2099-12-31,
17029-119,0,AUMC Diagnosis,Thrombectomy (with general anesthesia),3654996,SNOMED,1995-09-11,2099-12-31,
17029-119,0,AUMC Diagnosis,Thrombectomy (with general anesthesia),4287324,SNOMED,1995-09-12,2099-12-31,
18671-303,0,AUMC Diagnosis,"Post-operative gastro-intestinal - GI Perforation/rupture, surgery for",4202064,SNOMED,1995-09-13,2099-12-31,
18671-303,0,AUMC Diagnosis,"Post-operative gastro-intestinal - GI Perforation/rupture, surgery for",4314251,SNOMED,1995-09-14,2099-12-31,
18671-152,0,AUMC Diagnosis,"Non-operative respiratory - Cancer, lung",40493428,SNOMED,1995-09-15,2099-12-31,
17004-25,0,AUMC Diagnosis,"Poisoning, carbon monoxide, arsenic, cyanide",442562,SNOMED,1995-09-16,2099-12-31,
18673-455,0,AUMC Diagnosis,"Non-operative cardiovascular - Aneurysm/pseudoaneurysm, other",40479758,SNOMED,1995-09-17,2099-12-31,
16998-38,0,AUMC Diagnosis,"Sepsis, pulmonary",132797,SNOMED,1995-09-18,2099-12-31,
16998-38,0,AUMC Diagnosis,"Sepsis, pulmonary",255848,SNOMED,1995-09-19,2099-12-31,
17036-21,0,AUMC Diagnosis,"Arrest, respiratory (without cardiac arrest)",317109,SNOMED,1995-09-20,2099-12-31,
17036-21,0,AUMC Diagnosis,"Arrest, respiratory (without cardiac arrest)",4301351,SNOMED,1995-09-21,2099-12-31,
17017-19,0,AUMC Diagnosis,"Head (CNS) only trauma, surgery for",440921,SNOMED,1995-09-22,2099-12-31,
17017-19,0,AUMC Diagnosis,"Head (CNS) only trauma, surgery for",375415,SNOMED,1995-09-23,2099-12-31,
17017-19,0,AUMC Diagnosis,"Head (CNS) only trauma, surgery for",4132546,SNOMED,1995-09-24,2099-12-31,
17017-19,0,AUMC Diagnosis,"Head (CNS) only trauma, surgery for",4301351,SNOMED,1995-09-25,2099-12-31,
13118-1,0,AUMC Diagnosis,Aorta-wortel vervanging,4188637,SNOMED,1995-09-26,2099-12-31,
13118-1,0,AUMC Diagnosis,Aorta-wortel vervanging,4323201,SNOMED,1995-09-27,2099-12-31,
17036-38,0,AUMC Diagnosis,Tracheostomy,4201387,SNOMED,1995-09-28,2099-12-31,
17036-38,0,AUMC Diagnosis,Tracheostomy,44783799,SNOMED,1995-09-29,2099-12-31,
17023-19,0,AUMC Diagnosis,Heat exhaustion/stroke,437744,SNOMED,1995-09-30,2099-12-31,
16998-31,0,AUMC Diagnosis,"Rhythm disturbance (atrial, supraventricular)",4248028,SNOMED,1995-10-01,2099-12-31,
18671-1,0,AUMC Diagnosis,Non-operative cardiovascular - Anaphylaxis,441202,SNOMED,1995-10-02,2099-12-31,
16658-21,0,AUMC Diagnosis,Aspiratie en vergiftiging,602985,SNOMED,1995-10-03,2099-12-31,
18671-153,0,AUMC Diagnosis,"Non-operative respiratory - Cancer, oral",25189,SNOMED,1995-10-04,2099-12-31,
16998-19,0,AUMC Diagnosis,Hematomas,4299449,SNOMED,1995-10-05,2099-12-31,
18671-264,0,AUMC Diagnosis,Post-operative cardiovascular - Mitral valve repair,319843,SNOMED,1995-10-06,2099-12-31,
18671-264,0,AUMC Diagnosis,Post-operative cardiovascular - Mitral valve repair,4297235,SNOMED,1995-10-07,2099-12-31,
17015-1,0,AUMC Diagnosis,Apnea-sleep; surgery for (i.e. UPPP-uvulopalatopharyngoplasty),442588,SNOMED,1995-10-08,2099-12-31,
17015-1,0,AUMC Diagnosis,Apnea-sleep; surgery for (i.e. UPPP-uvulopalatopharyngoplasty),4307240,SNOMED,1995-10-09,2099-12-31,
18671-304,0,AUMC Diagnosis,"Post-operative gastro-intestinal - GI surgery, other",4000610,SNOMED,1995-10-10,2099-12-31,
18671-304,0,AUMC Diagnosis,"Post-operative gastro-intestinal - GI surgery, other",4314251,SNOMED,1995-10-11,2099-12-31,
18669-1,0,AUMC Diagnosis,Operatief Cardiovasculair - Cardiovasculair,134057,SNOMED,1995-10-12,2099-12-31,
18669-1,0,AUMC Diagnosis,Operatief Cardiovasculair - Cardiovasculair,4012185,SNOMED,1995-10-13,2099-12-31,
16648-21,0,AUMC Diagnosis,Buiktrauma (niet operatief),440921,SNOMED,1995-10-14,2099-12-31,
16648-21,0,AUMC Diagnosis,Buiktrauma (niet operatief),200588,SNOMED,1995-10-15,2099-12-31,
16648-21,0,AUMC Diagnosis,Buiktrauma (niet operatief),4301351,SNOMED,1995-10-16,2099-12-31,
17036-31,0,AUMC Diagnosis,Thoracotomy for esophageal cancer,4181343,SNOMED,1995-10-17,2099-12-31,
17036-31,0,AUMC Diagnosis,Thoracotomy for esophageal cancer,4073393,SNOMED,1995-10-18,2099-12-31,
17036-31,0,AUMC Diagnosis,Thoracotomy for esophageal cancer,4170058,SNOMED,1995-10-19,2099-12-31,
17005-1,0,AUMC Diagnosis,"Apnea, sleep",442588,SNOMED,1995-10-20,2099-12-31,
16999-19,0,AUMC Diagnosis,"Hemorrhage, intra/retroperitoneal",40483641,SNOMED,1995-10-21,2099-12-31,
18673-456,0,AUMC Diagnosis,"Non-operative cardiovascular - Angina, stable (asymp or stable pattern of symptoms w/meds)",4119942,SNOMED,1995-10-22,2099-12-31,
18671-154,0,AUMC Diagnosis,"Non-operative respiratory - Effusions, pleural",254061,SNOMED,1995-10-23,2099-12-31,
17009-1,0,AUMC Diagnosis,Appendectomy,4310400,SNOMED,1995-10-24,2099-12-31,
17009-1,0,AUMC Diagnosis,Appendectomy,4198190,SNOMED,1995-10-25,2099-12-31,
17026-32,0,AUMC Diagnosis,Atelectasis,261880,SNOMED,1995-10-26,2099-12-31,
17026-32,0,AUMC Diagnosis,Atelectasis,4256228,SNOMED,1995-10-27,2099-12-31,
18671-120,0,AUMC Diagnosis,"Non-operative neurologic - Coma/change in level of consciousness (for hepatic see GI, for diabetic see",380834,SNOMED,1995-10-28,2099-12-31,
13117-1,0,AUMC Diagnosis,ASD,4289309,SNOMED,1995-10-29,2099-12-31,
13117-1,0,AUMC Diagnosis,ASD,4012932,SNOMED,1995-10-30,2099-12-31,
16653-19,0,AUMC Diagnosis,Hypertensie,316866,SNOMED,1995-10-31,2099-12-31,
17008-21,0,AUMC Diagnosis,CABG with other operation,317576,SNOMED,1995-11-01,2099-12-31,
17008-21,0,AUMC Diagnosis,CABG with other operation,4336464,SNOMED,1995-11-02,2099-12-31,
17020-32,0,AUMC Diagnosis,"Cancer, other GI",443568,SNOMED,1995-11-03,2099-12-31,
13125-1,0,AUMC Diagnosis,Orthopedische chirurgie (hemodynamische bewaking),4244662,SNOMED,1995-11-04,2099-12-31,
13125-1,0,AUMC Diagnosis,Orthopedische chirurgie (hemodynamische bewaking),4311860,SNOMED,1995-11-05,2099-12-31,
13125-1,0,AUMC Diagnosis,Orthopedische chirurgie (hemodynamische bewaking),4010109,SNOMED,1995-11-06,2099-12-31,
17030-39,0,AUMC Diagnosis,"Cancer-colon/rectal, surgery for (including abdominoperineal resections)",37168850,SNOMED,1995-11-07,2099-12-31,
17030-39,0,AUMC Diagnosis,"Cancer-colon/rectal, surgery for (including abdominoperineal resections)",3654354,SNOMED,1995-11-08,2099-12-31,
17030-39,0,AUMC Diagnosis,"Cancer-colon/rectal, surgery for (including abdominoperineal resections)",4301351,SNOMED,1995-11-09,2099-12-31,
18671-265,0,AUMC Diagnosis,Post-operative cardiovascular - Mitral valve replacement,319843,SNOMED,1995-11-10,2099-12-31,
18671-265,0,AUMC Diagnosis,Post-operative cardiovascular - Mitral valve replacement,4203153,SNOMED,1995-11-11,2099-12-31,
17022-19,0,AUMC Diagnosis,"Leukemia, acute lymphocytic",134305,SNOMED,1995-11-12,2099-12-31,
18671-155,0,AUMC Diagnosis,"Non-operative respiratory - Embolus, pulmonary",440417,SNOMED,1995-11-13,2099-12-31,
16653-21,0,AUMC Diagnosis,Diagnose anders,134057,SNOMED,1995-11-14,2099-12-31,
17010-1,0,AUMC Diagnosis,Bladder repair for perforation/rupture,4092632,SNOMED,1995-11-15,2099-12-31,
17010-1,0,AUMC Diagnosis,Bladder repair for perforation/rupture,4023287,SNOMED,1995-11-16,2099-12-31,
13121-1,0,AUMC Diagnosis,Pancreatitis/pancreatectomie,4192640,SNOMED,1995-11-17,2099-12-31,
13121-1,0,AUMC Diagnosis,Pancreatitis/pancreatectomie,40488822,SNOMED,1995-11-18,2099-12-31,
17020-39,0,AUMC Diagnosis,"GI medical, other",4000610,SNOMED,1995-11-19,2099-12-31,
17035-32,0,AUMC Diagnosis,"Cerebrospinal fluid leak, surgery for",4046448,SNOMED,1995-11-20,2099-12-31,
17035-32,0,AUMC Diagnosis,"Cerebrospinal fluid leak, surgery for",4127779,SNOMED,1995-11-21,2099-12-31,
13134-1,0,AUMC Diagnosis,Pneumonie,255848,SNOMED,1995-11-22,2099-12-31,
18671-305,0,AUMC Diagnosis,"Post-operative gastro-intestinal - GI Vascular ischemia, surgery for (resection)",192673,SNOMED,1995-11-23,2099-12-31,
18671-305,0,AUMC Diagnosis,"Post-operative gastro-intestinal - GI Vascular ischemia, surgery for (resection)",4299602,SNOMED,1995-11-24,2099-12-31,
18671-121,0,AUMC Diagnosis,"Non-operative neurologic - CVA, cerebrovascular accident/stroke",381316,SNOMED,1995-11-25,2099-12-31,
17009-21,0,AUMC Diagnosis,"GI surgery, other",4000610,SNOMED,1995-11-26,2099-12-31,
17009-21,0,AUMC Diagnosis,"GI surgery, other",4314251,SNOMED,1995-11-27,2099-12-31,
18594-1,0,AUMC Diagnosis,Renaal,198124,SNOMED,1995-11-28,2099-12-31,
18601-1,0,AUMC Diagnosis,Renaal,198124,SNOMED,1995-11-29,2099-12-31,
18601-1,0,AUMC Diagnosis,Renaal,4022804,SNOMED,1995-11-30,2099-12-31,
18671-19,0,AUMC Diagnosis,Non-operative cardiovascular - Hematomas,4299449,SNOMED,1995-12-01,2099-12-31,
13139-1,0,AUMC Diagnosis,Bloeding/ stollingsstornissen,432585,SNOMED,1995-12-02,2099-12-31,
18604-21,0,AUMC Diagnosis,Haemorragische shock,4148882,SNOMED,1995-12-03,2099-12-31,
17008-39,0,AUMC Diagnosis,"Graft, femoral-femoral bypass",3654996,SNOMED,1995-12-04,2099-12-31,
17008-39,0,AUMC Diagnosis,"Graft, femoral-femoral bypass",4259121,SNOMED,1995-12-05,2099-12-31,
18595-1,0,AUMC Diagnosis,Respiratoir,320136,SNOMED,1995-12-06,2099-12-31,
17029-121,0,AUMC Diagnosis,Tricuspid valve surgery,316993,SNOMED,1995-12-07,2099-12-31,
17029-121,0,AUMC Diagnosis,Tricuspid valve surgery,4338315,SNOMED,1995-12-08,2099-12-31,
18671-156,0,AUMC Diagnosis,Non-operative respiratory - Emphysema/bronchitis,257004,SNOMED,1995-12-09,2099-12-31,
17025-32,0,AUMC Diagnosis,"CVA, cerebrovascular accident/stroke",381316,SNOMED,1995-12-10,2099-12-31,
18671-266,0,AUMC Diagnosis,Post-operative cardiovascular - Pericardial effusion/tamponade,4161701,SNOMED,1995-12-11,2099-12-31,
18671-266,0,AUMC Diagnosis,Post-operative cardiovascular - Pericardial effusion/tamponade,4018853,SNOMED,1995-12-12,2099-12-31,
17007-21,0,AUMC Diagnosis,Head/chest trauma,440921,SNOMED,1995-12-13,2099-12-31,
17007-21,0,AUMC Diagnosis,Head/chest trauma,375415,SNOMED,1995-12-14,2099-12-31,
17007-21,0,AUMC Diagnosis,Head/chest trauma,4094683,SNOMED,1995-12-15,2099-12-31,
18602-1,0,AUMC Diagnosis,Respiratoir,320136,SNOMED,1995-12-16,2099-12-31,
18602-1,0,AUMC Diagnosis,Respiratoir,4073393,SNOMED,1995-12-17,2099-12-31,
17035-39,0,AUMC Diagnosis,"Hematoma, subdural, surgery for",4318408,SNOMED,1995-12-18,2099-12-31,
17035-39,0,AUMC Diagnosis,"Hematoma, subdural, surgery for",4242877,SNOMED,1995-12-19,2099-12-31,
18673-457,0,AUMC Diagnosis,"Non-operative cardiovascular - Angina, unstable (angina interferes w/quality of life or meds are tolerated poorly)",315296,SNOMED,1995-12-20,2099-12-31,
18671-306,0,AUMC Diagnosis,"Post-operative gastro-intestinal - Hernia-hiatal, esophageal surgery for",4224004,SNOMED,1995-12-21,2099-12-31,
18671-306,0,AUMC Diagnosis,"Post-operative gastro-intestinal - Hernia-hiatal, esophageal surgery for",4244809,SNOMED,1995-12-22,2099-12-31,
17006-1,0,AUMC Diagnosis,"Bone marrow transplant, non operative admission",4323781,SNOMED,1995-12-23,2099-12-31,
18671-122,0,AUMC Diagnosis,Non-operative neurologic - Drug withdrawal,37165425,SNOMED,1995-12-24,2099-12-31,
17017-21,0,AUMC Diagnosis,"Head/chest trauma, surgery for",440921,SNOMED,1995-12-25,2099-12-31,
17017-21,0,AUMC Diagnosis,"Head/chest trauma, surgery for",375415,SNOMED,1995-12-26,2099-12-31,
17017-21,0,AUMC Diagnosis,"Head/chest trauma, surgery for",4094683,SNOMED,1995-12-27,2099-12-31,
17017-21,0,AUMC Diagnosis,"Head/chest trauma, surgery for",4301351,SNOMED,1995-12-28,2099-12-31,
17008-32,0,AUMC Diagnosis,Embolectomy (with general anesthesia),321052,SNOMED,1995-12-29,2099-12-31,
17008-32,0,AUMC Diagnosis,Embolectomy (with general anesthesia),42872653,SNOMED,1995-12-30,2099-12-31,
13141-1,0,AUMC Diagnosis,Respiratoire insufficientie na ok,4256228,SNOMED,1995-12-31,2099-12-31,
13141-1,0,AUMC Diagnosis,Respiratoire insufficientie na ok,4301351,SNOMED,1996-01-01,2099-12-31,
17025-39,0,AUMC Diagnosis,"Hemorrhage/hematoma, intracranial",439847,SNOMED,1996-01-02,2099-12-31,
13116-1,0,AUMC Diagnosis,CABG,317576,SNOMED,1996-01-03,2099-12-31,
13116-1,0,AUMC Diagnosis,CABG,4336464,SNOMED,1996-01-04,2099-12-31,
17010-19,0,AUMC Diagnosis,"Obstruction/other, surgery for (with or without ileal-conduit)",194406,SNOMED,1996-01-05,2099-12-31,
17010-19,0,AUMC Diagnosis,"Obstruction/other, surgery for (with or without ileal-conduit)",4054237,SNOMED,1996-01-06,2099-12-31,
18671-157,0,AUMC Diagnosis,"Non-operative respiratory - Hemorrhage/hemoptysis, pulmonary",4301606,SNOMED,1996-01-07,2099-12-31,
13131-1,0,AUMC Diagnosis,S.A.B.,432923,SNOMED,1996-01-08,2099-12-31,
18671-267,0,AUMC Diagnosis,Post-operative cardiovascular - Pericardiectomy (total/subtotal),4161701,SNOMED,1996-01-09,2099-12-31,
18671-267,0,AUMC Diagnosis,Post-operative cardiovascular - Pericardiectomy (total/subtotal),4142628,SNOMED,1996-01-10,2099-12-31,
18589-1,0,AUMC Diagnosis,Cardiovasculair,134057,SNOMED,1996-01-11,2099-12-31,
17026-39,0,AUMC Diagnosis,"Hemorrhage/hemoptysis, pulmonary",4301606,SNOMED,1996-01-12,2099-12-31,
13119-1,0,AUMC Diagnosis,Segment/Sleeve resectie,258369,SNOMED,1996-01-13,2099-12-31,
13119-1,0,AUMC Diagnosis,Segment/Sleeve resectie,4023415,SNOMED,1996-01-14,2099-12-31,
18671-307,0,AUMC Diagnosis,Post-operative gastro-intestinal - Herniorrhaphy,4250146,SNOMED,1996-01-15,2099-12-31,
18671-307,0,AUMC Diagnosis,Post-operative gastro-intestinal - Herniorrhaphy,4244809,SNOMED,1996-01-16,2099-12-31,
18597-1,0,AUMC Diagnosis,Cardiovasculair,134057,SNOMED,1996-01-17,2099-12-31,
18597-1,0,AUMC Diagnosis,Cardiovasculair,4012185,SNOMED,1996-01-18,2099-12-31,
18669-32,0,AUMC Diagnosis,Non-operatief Cardiovasculair - Hypertensie,316866,SNOMED,1996-01-19,2099-12-31,
18671-123,0,AUMC Diagnosis,Non-operative neurologic - Encephalitis,378143,SNOMED,1996-01-20,2099-12-31,
18671-158,0,AUMC Diagnosis,Non-operative respiratory - Hemothorax,4135466,SNOMED,1996-01-21,2099-12-31,
18673-458,0,AUMC Diagnosis,Non-operative cardiovascular - Cardiac arrest (with or without respiratory arrest;,4120088,SNOMED,1996-01-22,2099-12-31,
13132-1,0,AUMC Diagnosis,Coma,380834,SNOMED,1996-01-23,2099-12-31,
13129-1,0,AUMC Diagnosis,TC supra tentorieel,4116092,SNOMED,1996-01-24,2099-12-31,
13130-1,0,AUMC Diagnosis,Cranioplastiek,4167916,SNOMED,1996-01-25,2099-12-31,
13130-1,0,AUMC Diagnosis,Cranioplastiek,4138816,SNOMED,1996-01-26,2099-12-31,
18669-19,0,AUMC Diagnosis,Operatief Neurologisch - Craniotomie voor neoplasma,4116092,SNOMED,1996-01-27,2099-12-31,
18669-19,0,AUMC Diagnosis,Operatief Neurologisch - Craniotomie voor neoplasma,40490927,SNOMED,1996-01-28,2099-12-31,
17029-123,0,AUMC Diagnosis,"Vascular surgery, other",443784,SNOMED,1996-01-29,2099-12-31,
17029-123,0,AUMC Diagnosis,"Vascular surgery, other",4148948,SNOMED,1996-01-30,2099-12-31,
16998-21,0,AUMC Diagnosis,"Hypertension, uncontrolled (for cerebrovascular accident-see Neurological System)",45768449,SNOMED,1996-01-31,2099-12-31,
18671-269,0,AUMC Diagnosis,"Post-operative cardiovascular - Sepsis, cutaneous/soft tissue",132797,SNOMED,1996-02-01,2099-12-31,
18671-269,0,AUMC Diagnosis,"Post-operative cardiovascular - Sepsis, cutaneous/soft tissue",4320030,SNOMED,1996-02-02,2099-12-31,
18671-269,0,AUMC Diagnosis,"Post-operative cardiovascular - Sepsis, cutaneous/soft tissue",4167079,SNOMED,1996-02-03,2099-12-31,
13136-1,0,AUMC Diagnosis,Endocarditis,441589,SNOMED,1996-02-04,2099-12-31,
18673-459,0,AUMC Diagnosis,Non-operative cardiovascular - Cardiomyopathy,321319,SNOMED,1996-02-05,2099-12-31,
13120-1,0,AUMC Diagnosis,Vaatchirurgie abdominaal,4027369,SNOMED,1996-02-06,2099-12-31,
13120-1,0,AUMC Diagnosis,Vaatchirurgie abdominaal,4148948,SNOMED,1996-02-07,2099-12-31,
17004-19,0,AUMC Diagnosis,"Overdose, alcohols (bethanol, methanol, ethylene glycol)",607208,SNOMED,1996-02-08,2099-12-31,
16999-21,0,AUMC Diagnosis,Inflammatory bowel disease,4074815,SNOMED,1996-02-09,2099-12-31,
13140-1,0,AUMC Diagnosis,Verdrinking,443081,SNOMED,1996-02-10,2099-12-31,
13123-1,0,AUMC Diagnosis,Endocrinologische chirurgie,31821,SNOMED,1996-02-11,2099-12-31,
13123-1,0,AUMC Diagnosis,Endocrinologische chirurgie,4194964,SNOMED,1996-02-12,2099-12-31,
18671-32,0,AUMC Diagnosis,Non-operative cardiovascular - Rhythm disturbance (conduction defect),4266600,SNOMED,1996-02-13,2099-12-31,
18671-308,0,AUMC Diagnosis,"Post-operative gastro-intestinal - Inflammatory bowel disease, surgery for",4074815,SNOMED,1996-02-14,2099-12-31,
18671-308,0,AUMC Diagnosis,"Post-operative gastro-intestinal - Inflammatory bowel disease, surgery for",4314251,SNOMED,1996-02-15,2099-12-31,
17005-19,0,AUMC Diagnosis,"Pneumonia, fungal",4049965,SNOMED,1996-02-16,2099-12-31,
18671-230,0,AUMC Diagnosis,Post-operative cardiovascular - Aortic and Mitral valve replacement,314054,SNOMED,1996-02-17,2099-12-31,
18671-230,0,AUMC Diagnosis,Post-operative cardiovascular - Aortic and Mitral valve replacement,319843,SNOMED,1996-02-18,2099-12-31,
18671-230,0,AUMC Diagnosis,Post-operative cardiovascular - Aortic and Mitral valve replacement,4095407,SNOMED,1996-02-19,2099-12-31,
18671-230,0,AUMC Diagnosis,Post-operative cardiovascular - Aortic and Mitral valve replacement,4203153,SNOMED,1996-02-20,2099-12-31,
18671-270,0,AUMC Diagnosis,"Post-operative cardiovascular - Sepsis, GI",132797,SNOMED,1996-02-21,2099-12-31,
18671-270,0,AUMC Diagnosis,"Post-operative cardiovascular - Sepsis, GI",37396146,SNOMED,1996-02-22,2099-12-31,
18671-270,0,AUMC Diagnosis,"Post-operative cardiovascular - Sepsis, GI",4012185,SNOMED,1996-02-23,2099-12-31,
18671-337,0,AUMC Diagnosis,Post-operative genitourinary - Orchiectomy with/without pelvic lymph node dissection,4129900,SNOMED,1996-02-24,2099-12-31,
18671-337,0,AUMC Diagnosis,Post-operative genitourinary - Orchiectomy with/without pelvic lymph node dissection,4341536,SNOMED,1996-02-25,2099-12-31,
17022-21,0,AUMC Diagnosis,"Leukemia, chronic lymphocytic",138379,SNOMED,1996-02-26,2099-12-31,
18590-1,0,AUMC Diagnosis,Gastro-intestinaal,4000610,SNOMED,1996-02-27,2099-12-31,
18671-124,0,AUMC Diagnosis,Non-operative neurologic - Encephalopathies (excluding hepatic),372887,SNOMED,1996-02-28,2099-12-31,
18673-460,0,AUMC Diagnosis,"Non-operative cardiovascular - Cardiovascular medical, other",134057,SNOMED,1996-02-29,2099-12-31,
17014-19,0,AUMC Diagnosis,"Seizures-intractable, surgery for",380378,SNOMED,1996-03-01,2099-12-31,
17014-19,0,AUMC Diagnosis,"Seizures-intractable, surgery for",4041193,SNOMED,1996-03-02,2099-12-31,
16998-32,0,AUMC Diagnosis,Rhythm disturbance (conduction defect),316999,SNOMED,1996-03-03,2099-12-31,
18596-1,0,AUMC Diagnosis,Gastro-intestinaal,4000610,SNOMED,1996-03-04,2099-12-31,
18596-1,0,AUMC Diagnosis,Gastro-intestinaal,4314251,SNOMED,1996-03-05,2099-12-31,
18671-272,0,AUMC Diagnosis,"Post-operative cardiovascular - Sepsis, other",132797,SNOMED,1996-03-06,2099-12-31,
18671-272,0,AUMC Diagnosis,"Post-operative cardiovascular - Sepsis, other",4012185,SNOMED,1996-03-07,2099-12-31,
16648-19,0,AUMC Diagnosis,Thoraxtrauma (niet operatief),440921,SNOMED,1996-03-08,2099-12-31,
