sourceCode,sourceName,sourceFrequency,sourceAutoAssignedConceptIds,ADD_INFO:vocabulary_id,ADD_INFO:vocabulary_concept_code,ADD_INFO:vocabulary_concept_name,ADD_INFO:source_concept,ADD_INFO:abbreviation,ADD_INFO:ordercategory,ADD_INFO:category,matchScore,mappingStatus,equivalence,statusSetBy,statusSetOn,conceptId,conceptName,domainId,mappingType,comment,createdBy,createdOn,assignedReviewer
6834-15,Amikacin (Amukin),103,,,,,Amikacine (Amukin),Amikacin,Injecties Antimicrobiele middelen,Medicatie,0.73,APPROVED,EQUAL,Patrick Thoral,1710150922762,36258242,Amikacin 50 MG/ML Injectable Solution [AMUKINE],Drug,MAPS_TO,,Patrick Thoral,1710150920230,
15059-42,Milk/yogurt 50ml,384,,,,,Melk/yoghurt  50ml,Melk/yoghurt  50ml,Voeding Drinken,Voeding-Intake-Vocht,0.21,APPROVED,UNMATCHED,Patrick Thoral,1696613713244,4023517,Drinks,Observation,MAPS_TO,,Patrick Thoral,1696613543094,
9615-69,Xalatan eye drops,199,,,,,Xalatan oogdruppels,Xalatan oogdruppels,Niet iv Zalven/Crèmes/Druppels,Medicatie,0.48,UNCHECKED,UNREVIEWED,,0,19029879,dexamethasone phosphate 1 MG/ML Ophthalmic Solution [Dexasol],Drug,MAPS_TO,,<auto>,1686702920585,
7412-55,calcium glubionate,6963,,ATC,A12AA02,calcium glubionate,Calcium Glubionaat (Calcium Sandoz),CalciumSandoz,Infuus - Crystalloid,Medicatie,1.00,APPROVED,EQUAL,Patrick Thoral,1696674184583,40059687,calcium glubionate Injectable Solution,Drug,MAPS_TO,,Patrick Thoral,1696674174367,
15060-42,Milk/yoghurt 200ml,1804,,,,,Melk/yoghurt  200ml,Melk/yoghurt  200ml,Voeding Drinken,Voeding-Intake-Vocht,0.33,APPROVED,UNMATCHED,Patrick Thoral,1696613713244,4023517,Drinks,Observation,MAPS_TO,,Patrick Thoral,1696613543094,
6844-65,amiodarone loading dose,3450,,ATC,C01BD01,amiodarone,Amiodaron Oplaaddosis,Amiodaron Oplaaddosis,2. Spuitpompen,Medicatie,0.67,APPROVED,EQUAL,Patrick Thoral,1696679005185,40157263,amiodarone Injectable Solution [Cordarone],Drug,MAPS_TO,,Patrick Thoral,1696678956750,
15061-42,Milk/yogurt 250ml,594,,,,,Melk/yoghurt  250ml,Melk/yoghurt  250ml,Voeding Drinken,Voeding-Intake-Vocht,0.21,APPROVED,UNMATCHED,Patrick Thoral,1696613713244,4023517,Drinks,Observation,MAPS_TO,,Patrick Thoral,1696613543094,
9617-69,Xalacom eye ointment,40,,,,,Xalacom oogzalf,Xalacom oogzalf,Niet iv Zalven/Crèmes/Druppels,Medicatie,0.41,UNCHECKED,UNREVIEWED,,0,19002717,dibromopropamidine isethionate 0.0015 MG/MG Ophthalmic Ointment [Golden Eye],Drug,MAPS_TO,,<auto>,1686702921894,
6847-65,amoxicillin,852,,ATC,J01CA04,amoxicillin,Amoxicilline (Clamoxyl/Flemoxin),Amoxicilline,2. Spuitpompen,Medicatie,1.00,APPROVED,EQUAL,Patrick Thoral,1696683242978,41114247,Amoxicillin Injectable Solution [CLAMOXYL],Drug,MAPS_TO,,Patrick Thoral,1696683242123,
7412-71,calcium glubionate,126,,ATC,A12AA02,calcium glubionate,Calcium Glubionaat (Calcium Sandoz),CalciumSandoz,Niet iv Hormonen/Vitaminen/Mineralen,Medicatie,1.00,APPROVED,EQUAL,Patrick Thoral,1696674342999,40138912,calcium glubionate Oral Solution,Drug,MAPS_TO,,Patrick Thoral,1696674341695,
9618-21,PantoPac,1,,,,,PantoPac,PantoPac,Niet iv Antimicrobiele middelen,Medicatie,0.47,UNCHECKED,UNREVIEWED,,0,948078,pantoprazole,Drug,MAPS_TO,,<auto>,1686702922559,
6847-21,amoxicillin,148,,ATC,J01CA04,amoxicillin,Amoxicilline (Clamoxyl/Flemoxin),Amoxicilline,Niet iv Antimicrobiele middelen,Medicatie,1.00,APPROVED,EQUAL,Patrick Thoral,1696683258629,40009507,amoxicillin Oral Tablet,Drug,MAPS_TO,,Patrick Thoral,1696683257844,
15062-42,Milk/yogurt x ml,117,,,,,Melk/yoghurt  x ml,Melk/yoghurt  x ml,Voeding Drinken,Voeding-Intake-Vocht,0.21,APPROVED,UNMATCHED,Patrick Thoral,1696613713244,4023517,Drinks,Observation,MAPS_TO,,Patrick Thoral,1696613543094,
12588-114,Nutrison Protein Plus enteral nutrition,78887,,ATC,V06DB,"Fat/carbohydrates/proteins/minerals/vitamins, combinations",Nutrison Protein Plus,Nutrison Protein Plus,Voeding Enteraal ,SONDEVOEDING NIEUW,0.40,APPROVED,INEXACT,Patrick Thoral,1696614898898,40798859,General Nutrients,Drug,MAPS_TO,,Patrick Thoral,1686783455521,
12588-114,Nutrison Protein Plus enteral nutrition,78887,,ATC,V06DB,"Fat/carbohydrates/proteins/minerals/vitamins, combinations",Nutrison Protein Plus,Nutrison Protein Plus,Voeding Enteraal ,SONDEVOEDING NIEUW,0.40,APPROVED,INEXACT,Patrick Thoral,1696614898898,619486,Enteral nutrition intake,Observation,MAPS_TO,,Patrick Thoral,1686948671368,
7412-67,calcium glubionate,2120,,ATC,A12AA02,calcium glubionate,Calcium Glubionaat (Calcium Sandoz),CalciumSandoz,Injecties Hormonen/Vitaminen/Mineralen,Medicatie,1.00,APPROVED,EQUAL,Patrick Thoral,1696674181069,40059687,calcium glubionate Injectable Solution,Drug,MAPS_TO,,Patrick Thoral,1696674179650,
15063-42,Buttermilk 250ml,143,,,,,Karnemelk 250ml,Karnemelk 250ml,Voeding Drinken,Voeding-Intake-Vocht,0.42,APPROVED,UNMATCHED,Patrick Thoral,1696613713244,4023517,Drinks,Observation,MAPS_TO,,Patrick Thoral,1696613543094,
6847-15,amoxicillin,11262,,ATC,J01CA04,amoxicillin,Amoxicilline (Clamoxyl/Flemoxin),Amoxicilline,Injecties Antimicrobiele middelen,Medicatie,1.00,APPROVED,EQUAL,Patrick Thoral,1696683222514,41114247,Amoxicillin Injectable Solution [CLAMOXYL],Drug,MAPS_TO,,Patrick Thoral,1696683221492,
9620-65,Bupivacaine/Fentanyl,647,,,,,Bupivacaïne/Fentanyl,Bupivacaïne/Fentanyl,2. Spuitpompen,Medicatie,0.59,APPROVED,EQUAL,Patrick Thoral,1710154018093,42620786,Bupivacaine / Fentanyl Injectable Solution,Drug,MAPS_TO,,Patrick Thoral,1710153324002,
9620-65,Bupivacaine/Fentanyl,647,,,,,Bupivacaïne/Fentanyl,Bupivacaïne/Fentanyl,2. Spuitpompen,Medicatie,0.59,APPROVED,EQUAL,Patrick Thoral,1710154018093,4225555,Epidural,Route,MAPS_TO_TYPE,,Patrick Thoral,1710154002822,
6862-30,atenolol,1616,,ATC,C07AB03,atenolol,Atenolol  (Tenormin),Atenolol,Niet iv Circulatie/Diurese,Medicatie,1.00,APPROVED,EQUAL,Patrick Thoral,1696682275176,19012417,atenolol 25 MG Oral Tablet [Tenormin],Drug,MAPS_TO,,Patrick Thoral,1696682274218,
15064-42,Buttermilk 50ml,34,,,,,Karnemelk 50ml,Karnemelk 50ml,Voeding Drinken,Voeding-Intake-Vocht,0.54,APPROVED,UNMATCHED,Patrick Thoral,1696613713244,4023517,Drinks,Observation,MAPS_TO,,Patrick Thoral,1696613543094,
6862-24,atenolol,213,,ATC,C07AB03,atenolol,Atenolol  (Tenormin),Atenolol,Injecties Circulatie/Diuretica,Medicatie,1.00,APPROVED,EQUAL,Patrick Thoral,1696682288420,40010619,atenolol Injectable Solution,Drug,MAPS_TO,,Patrick Thoral,1696682287555,
7450-65,Amphotericin B (Fungizone),211,,,,,Amfotericine B (Fungizone),Amfotericine B (Fungizone),2. Spuitpompen,Medicatie,0.69,APPROVED,EQUAL,Patrick Thoral,1690489043883,41239210,Amphotericin B Injectable Solution [Fungizone],Drug,MAPS_TO,,Patrick Thoral,1690489042716,
9621-25,Trastuzumab (Herceptin),1,,,,,Trastuzumab (Herceptin),Trastuzumab (Herceptin),Injecties Haematologisch,Medicatie,0.73,UNCHECKED,UNREVIEWED,,0,43196282,trastuzumab 10 MG/ML [Herceptin],Drug,MAPS_TO,,<auto>,1686702924995,
15065-42,Buttermilk 100ml,95,,,,,Karnemelk 100ml,Karnemelk 100ml,Voeding Drinken,Voeding-Intake-Vocht,0.54,APPROVED,UNMATCHED,Patrick Thoral,1696613713244,4023517,Drinks,Observation,MAPS_TO,,Patrick Thoral,1696613543094,
6864-31,Atropine sulfate,526,,,,,Atropine sulfaat,Atropine sulfaat,Niet iv Tractus Digestivus,Medicatie,0.89,APPROVED,EQUAL,Patrick Thoral,1696724711379,40243369,atropine sulfate 0.1 MG/ML Oral Solution,Drug,MAPS_TO,,Patrick Thoral,1696724709787,
15066-42,Buttermilk 200ml,380,,,,,Karnemelk 200ml,Karnemelk 200ml,Voeding Drinken,Voeding-Intake-Vocht,0.36,APPROVED,UNMATCHED,Patrick Thoral,1696613713244,4023517,Drinks,Observation,MAPS_TO,,Patrick Thoral,1696613543094,
12590-114,Nutrison Multi Fibre enteral nutrition,426,,ATC,V06DB,"Fat/carbohydrates/proteins/minerals/vitamins, combinations",Nutrison Multi Fibre,Nutrison Multi Fibre,Voeding Enteraal ,SONDEVOEDING NIEUW,0.36,APPROVED,INEXACT,Patrick Thoral,1696614898898,40798859,General Nutrients,Drug,MAPS_TO,,<auto>,1686702926334,
12590-114,Nutrison Multi Fibre enteral nutrition,426,,ATC,V06DB,"Fat/carbohydrates/proteins/minerals/vitamins, combinations",Nutrison Multi Fibre,Nutrison Multi Fibre,Voeding Enteraal ,SONDEVOEDING NIEUW,0.36,APPROVED,INEXACT,Patrick Thoral,1696614898898,619486,Enteral nutrition intake,Observation,MAPS_TO,,Patrick Thoral,1686948734508,
7450-15,Amphotericin B (Fungizone),187,,,,,Amfotericine B (Fungizone),Amfotericine B (Fungizone),Injecties Antimicrobiele middelen,Medicatie,0.69,APPROVED,EQUAL,Patrick Thoral,1710150701769,41239210,Amphotericin B Injectable Solution [Fungizone],Drug,MAPS_TO,,Patrick Thoral,1710150699630,
9622-27,Dimercaptopropane sulfonic acid,1,,,,,Dimercaptopropaansulfonzuur,Dimercaptopropaansulfonzuur,Injecties Overig,Medicatie,0.65,UNCHECKED,UNREVIEWED,,0,45775370,2-mercaptoethanesulfonic acid,Drug,MAPS_TO,,<auto>,1686702927118,
7453-67,Glucagon,19,,,,,Glucagon,Glucagon,Injecties Hormonen/Vitaminen/Mineralen,Medicatie,1.00,APPROVED,EQUAL,Patrick Thoral,1710262138379,43185358,Glucagon 1 MG/ML [GlucaGen],Drug,MAPS_TO,,Patrick Thoral,1710262133921,
15067-42,Buttermilk x ml,11,,,,,Karnemelk x ml,Karnemelk x ml,Voeding Drinken,Voeding-Intake-Vocht,0.35,APPROVED,UNMATCHED,Patrick Thoral,1696613713244,4023517,Drinks,Observation,MAPS_TO,,Patrick Thoral,1696613543094,
6864-24,Atropine sulfate,323,,,,,Atropine sulfaat,Atropine sulfaat,Injecties Circulatie/Diuretica,Medicatie,0.89,APPROVED,EQUAL,Patrick Thoral,1696724662092,41336378,1 ML Atropine 0.5 MG/ML Injectable Solution,Drug,MAPS_TO,,Patrick Thoral,1696724660140,
12591-114,Nutrison Energy Multi Fiber,195,,,,,Nutrison Energy Multi Fibre,Nutrison Energy Multi Fibre,Voeding Enteraal ,SONDEVOEDING NIEUW,0.40,APPROVED,INEXACT,Patrick Thoral,1696614898898,40798859,General Nutrients,Drug,MAPS_TO,,Patrick Thoral,1686948482898,
12591-114,Nutrison Energy Multi Fiber,195,,,,,Nutrison Energy Multi Fibre,Nutrison Energy Multi Fibre,Voeding Enteraal ,SONDEVOEDING NIEUW,0.40,APPROVED,INEXACT,Patrick Thoral,1696614898898,619486,Enteral nutrition intake,Observation,MAPS_TO,,Patrick Thoral,1686948753772,
15068-42,Chocolate milk 200ml,159,,,,,Chocolademelk 200ml,Chocolademelk 200ml,Voeding Drinken,Voeding-Intake-Vocht,0.41,APPROVED,UNMATCHED,Patrick Thoral,1696613713244,4023517,Drinks,Observation,MAPS_TO,,Patrick Thoral,1696613543094,
10578-39,Nutriflex Basal 32/125,14,,,,,Nutriflex Basal 32/125,Nutriflex Basal 32/125,Voeding Parenteraal,INFUUS-TPV,0.49,APPROVED,EQUAL,Patrick Thoral,1686955195664,41463392,2000 ML Acetic Acid 2.94 MG/ML / Acetylcysteine 1.23 MG/ML / Alanine 6.4 MG/ML / Arginine 4.32 MG/ML / Asparagine 0.449 MG/ML / Aspartic Acid 0.45 MG/ML / Calcium 0.59 MG/ML / Glucose 115 MG/ML / Glutamate 4.3 MG/ML / ... Injectable Solution [Nutriflex],Drug,MAPS_TO,,Patrick Thoral,1686955192479,
6866-65,Octreotide (Sandostatin),383,,,,,Octreotide (Sandostatine),Octreotide (Sandostatine),2. Spuitpompen,Medicatie,0.68,APPROVED,EQUAL,Patrick Thoral,1710152677395,40069303,octreotide Injectable Solution,Drug,MAPS_TO,,Patrick Thoral,1710152676119,
7462-69,Oculentum simplex ophthalmic ointmentX,109,,,,,Oculentum simplex oogzalfX,OculentumSimplexX,Niet iv Zalven/Crèmes/Druppels,OLGV-OUD,0.56,APPROVED,EQUAL,Patrick Thoral,1710152743383,36271831,Lanolin 0.03 MG/MG / Liquid Petroleum 0.94 MG/MG / Paraffin 0.0286 MG/MG [Duratears],Drug,MAPS_TO,,Patrick Thoral,1710152742559,
7478-65,nitroglycerin,11834,,ATC,C01DA02,glyceryl trinitrate,Nitroglycerine (Nitro-pohl),Nitroglycerine,2. Spuitpompen,Medicatie,1.00,APPROVED,EQUAL,Patrick Thoral,1690401312201,35132166,50 ML Nitroglycerin 0.5 MG/ML Injectable Solution,Drug,MAPS_TO,,Patrick Thoral,1690401307550,
10579-69,NaCl 0.9% Nasal Spray,496,,,,,"NaCl 0,9% Neusspray","NaCl 0,9% Neusspray",Niet iv Zalven/Crèmes/Druppels,Medicatie,0.52,APPROVED,EQUAL,Patrick Thoral,1711150505528,968167,sodium chloride 9 MG/ML Nasal Spray,Drug,MAPS_TO,,Patrick Thoral,1711150504309,
15069-42,Chocolate milk 100ml,43,,,,,Chocolademelk 100ml,Chocolademelk 100ml,Voeding Drinken,Voeding-Intake-Vocht,0.60,APPROVED,UNMATCHED,Patrick Thoral,1696613713244,4023517,Drinks,Observation,MAPS_TO,,Patrick Thoral,1696613543094,
6866-67,Octreotide (Sandostatin),976,,,,,Octreotide (Sandostatine),Octreotide (Sandostatine),Injecties Hormonen/Vitaminen/Mineralen,Medicatie,0.68,APPROVED,EQUAL,Patrick Thoral,1710152553215,40069303,octreotide Injectable Solution,Drug,MAPS_TO,,Patrick Thoral,1710152531921,
10581-30,lisinopril,6629,,ATC,C09AA03,lisinopril,Lisinopril (Zestril),Lisinopril,Niet iv Circulatie/Diurese,Medicatie,1.00,APPROVED,EQUAL,Patrick Thoral,1696682748859,19003829,lisinopril 2.5 MG Oral Tablet [Zestril],Drug,MAPS_TO,,Patrick Thoral,1696682747442,
12592-114,Nutrison Energy enteral nutrition,567,,ATC,V06DB,"Fat/carbohydrates/proteins/minerals/vitamins, combinations",Nutrison Energy,Nutrison Energy,Voeding Enteraal ,SONDEVOEDING NIEUW,0.52,APPROVED,INEXACT,Patrick Thoral,1696614898898,40798859,General Nutrients,Drug,MAPS_TO,,Patrick Thoral,1686948475799,
12592-114,Nutrison Energy enteral nutrition,567,,ATC,V06DB,"Fat/carbohydrates/proteins/minerals/vitamins, combinations",Nutrison Energy,Nutrison Energy,Voeding Enteraal ,SONDEVOEDING NIEUW,0.52,APPROVED,INEXACT,Patrick Thoral,1696614898898,619486,Enteral nutrition intake,Observation,MAPS_TO,,Patrick Thoral,1686948728691,
7479-23,Ketamine (Ketalar),20,,,,,Ketamine (Ketalar),Ketamine,Injecties CZS/Sedatie/Analgetica,Medicatie,0.53,APPROVED,EQUAL,Patrick Thoral,1711148714567,19034044,ketamine 10 MG/ML Injectable Solution [Ketalar],Drug,MAPS_TO,,<auto>,1686702930651,
6871-65,benzylpenicillin,2279,,ATC,J01CE01,benzylpenicillin,Benzylpenicilline (Penicilline),Benzylpenicilline,2. Spuitpompen,Medicatie,1.00,APPROVED,EQUAL,Patrick Thoral,1690489394563,40072606,penicillin G Injectable Solution,Drug,MAPS_TO,,Patrick Thoral,1690489393266,
15070-42,Chocolate milk 50ml,19,,,,,Chocolademelk 50ml,Chocolademelk 50ml,Voeding Drinken,Voeding-Intake-Vocht,0.61,APPROVED,UNMATCHED,Patrick Thoral,1696613713244,4023517,Drinks,Observation,MAPS_TO,,Patrick Thoral,1696613543094,
7480-65,propofol,152707,,ATC,N01AX10,propofol,Propofol (Diprivan),Propofol,2. Spuitpompen,Medicatie,1.00,APPROVED,EQUAL,Patrick Thoral,1696798760266,36896005,50 ML Propofol 20 MG/ML Injectable Suspension [Diprivan],Drug,MAPS_TO,,Patrick Thoral,1696798757300,
10582-69,Prednisolone eye drops,132,,,,,Prednisolon oogdruppels,Prednisolon oogdruppels,Niet iv Zalven/Crèmes/Druppels,Medicatie,0.65,UNCHECKED,UNREVIEWED,,0,1550557,prednisolone,Drug,MAPS_TO,,<auto>,1686702931634,
7480-17,propofol,1,,ATC,N01AX10,propofol,Propofol (Diprivan),Propofol,Infuus - Colloid,Medicatie,1.00,APPROVED,EQUAL,Patrick Thoral,1696798741909,40076610,propofol Injectable Suspension [Diprivan],Drug,MAPS_TO,,Patrick Thoral,1696798734411,
6871-15,benzylpenicillin,555,,ATC,J01CE01,benzylpenicillin,Benzylpenicilline (Penicilline),Benzylpenicilline,Injecties Antimicrobiele middelen,Medicatie,1.00,APPROVED,EQUAL,Patrick Thoral,1696683392077,40072606,penicillin G Injectable Solution,Drug,MAPS_TO,,Patrick Thoral,1696683390679,
7480-23,propofol,825,,ATC,N01AX10,propofol,Propofol (Diprivan),Propofol,Injecties CZS/Sedatie/Analgetica,Medicatie,1.00,APPROVED,EQUAL,Patrick Thoral,1696798738379,40076610,propofol Injectable Suspension [Diprivan],Drug,MAPS_TO,,Patrick Thoral,1696798737793,
15071-42,Chocolate milk 150ml,106,,,,,Chocolademelk 150ml,Chocolademelk 150ml,Voeding Drinken,Voeding-Intake-Vocht,0.56,APPROVED,UNMATCHED,Patrick Thoral,1696613713244,4023517,Drinks,Observation,MAPS_TO,,Patrick Thoral,1696613543094,
10583-71,NaCl tablets,942,,,,,NaCl tabletten,NaCl tabletten,Niet iv Hormonen/Vitaminen/Mineralen,Medicatie,0.65,APPROVED,EQUAL,Patrick Thoral,1711145330086,40080109,sodium chloride Oral Tablet,Drug,MAPS_TO,,Patrick Thoral,1711145328541,
6874-29,Biperidene (Akinetone),78,,,,,Biperideen (Akineton),Biperideen,Niet iv CZS/Sedatie/Analgetica,Medicatie,0.56,UNCHECKED,UNREVIEWED,,0,40020209,biperiden Oral Tablet [Akineton],Drug,MAPS_TO,,<auto>,1686702933410,
12608-114,Nutrison Concentrated enteral nutrition,5948,,ATC,V06DB,"Fat/carbohydrates/proteins/minerals/vitamins, combinations",Nutrison Concentrated,Nutrison Concentrated,Voeding Enteraal ,SONDEVOEDING NIEUW,0.42,APPROVED,INEXACT,Patrick Thoral,1696614898898,40798859,General Nutrients,Drug,MAPS_TO,,Patrick Thoral,1686948424620,
12608-114,Nutrison Concentrated enteral nutrition,5948,,ATC,V06DB,"Fat/carbohydrates/proteins/minerals/vitamins, combinations",Nutrison Concentrated,Nutrison Concentrated,Voeding Enteraal ,SONDEVOEDING NIEUW,0.42,APPROVED,INEXACT,Patrick Thoral,1696614898898,619486,Enteral nutrition intake,Observation,MAPS_TO,,Patrick Thoral,1686948694428,
15072-42,Chocolate milk 250ml,44,,,,,Chocolademelk 250ml,Chocolademelk 250ml,Voeding Drinken,Voeding-Intake-Vocht,0.35,APPROVED,UNMATCHED,Patrick Thoral,1696613713244,4023517,Drinks,Observation,MAPS_TO,,Patrick Thoral,1696613543094,
7504-27,X to be determined,817,,,,,X nader te bepalen,X nader te bepalen,Injecties Overig,Medicatie,0.35,APPROVED,UNMATCHED,Patrick Thoral,1696795214792,0,Unmapped,,MAPS_TO,,,0,
10584-21,Belcomycin (Colistin Sulphate) 6 x dgs,893,,,,,Belcomycine (Colistinesulfaat) 6 x dgs,Belcomycine (6 x dgs),Niet iv Antimicrobiele middelen,Medicatie,0.33,APPROVED,EQUAL,Patrick Thoral,1696802008206,40025432,colistin Oral Tablet,Drug,MAPS_TO,,Patrick Thoral,1696802006982,
6874-23,Biperidene (Akinetone),67,,,,,Biperideen (Akineton),Biperideen,Injecties CZS/Sedatie/Analgetica,Medicatie,0.56,APPROVED,EQUAL,Patrick Thoral,1711149716961,43656933,Biperiden 5 MG/ML Injectable Solution [Akineton],Drug,MAPS_TO,,Patrick Thoral,1711149714541,
7504-32,X to be determined,5972,,,,,X nader te bepalen,X nader te bepalen,Niet iv Overig,Medicatie,0.35,APPROVED,UNMATCHED,Patrick Thoral,1696795214792,0,Unmapped,,MAPS_TO,,,0,
9120-69,simple eye ointment,27802,,ATC,S01XA20,artificial tears and other indifferent preparations,Oculentum simplex oogzalf,Oculentum simplex,Niet iv Zalven/Crèmes/Druppels,Medicatie,0.44,APPROVED,EQUAL,Patrick Thoral,1686867231869,36273067,Lanolin 0.03 MG/MG / Liquid Petroleum 0.94 MG/MG / Paraffin 0.0286 MG/MG Ophthalmic Ointment [Duratears],Drug,MAPS_TO,,Patrick Thoral,1686867229731,
6876-31,Bisacodil (Dulcolax),256,,,,,Bisacodil (Dulcolax),Bisacodil,Niet iv Tractus Digestivus,Medicatie,0.50,UNCHECKED,UNREVIEWED,,0,41176554,Bisacodyl Oral Tablet [Dulcolax],Drug,MAPS_TO,,<auto>,1686702935831,
12609-114,Nutrison Peptisorb enteral nutrition,1162,,ATC,V06DB,"Fat/carbohydrates/proteins/minerals/vitamins, combinations",Nutrison Peptisorb,Nutrison Peptisorb,Voeding Enteraal ,SONDEVOEDING NIEUW,0.38,APPROVED,INEXACT,Patrick Thoral,1696614898898,40798859,General Nutrients,Drug,MAPS_TO,,<auto>,1686702936461,
12609-114,Nutrison Peptisorb enteral nutrition,1162,,ATC,V06DB,"Fat/carbohydrates/proteins/minerals/vitamins, combinations",Nutrison Peptisorb,Nutrison Peptisorb,Voeding Enteraal ,SONDEVOEDING NIEUW,0.38,APPROVED,INEXACT,Patrick Thoral,1696614898898,619486,Enteral nutrition intake,Observation,MAPS_TO,,Patrick Thoral,1686948719785,
7504-55,X to be determined,493,,,,,X nader te bepalen,X nader te bepalen,Infuus - Crystalloid,Medicatie,0.35,APPROVED,UNMATCHED,Patrick Thoral,1696795214792,0,Unmapped,,MAPS_TO,,,0,
6877-32,Bromocriptinium (Parlodel),20,,,,,Bromocriptinium (Parlodel),Bromocriptinium (Parlodel),Niet iv Overig,Medicatie,0.69,UNCHECKED,UNREVIEWED,,0,40016899,bromocriptine Oral Tablet [Parlodel],Drug,MAPS_TO,,<auto>,1686702937528,
9121-27,Vincristine sulfate (Oncovin),2,,,,,Vincristine sulfaat (Oncovin),Vincristine sulfaat,Injecties Overig,Medicatie,0.63,UNCHECKED,UNREVIEWED,,0,40170313,vincristine sulfate 1 MG/ML,Drug,MAPS_TO,,<auto>,1686702937549,
6879-26,omeprazole,305,,ATC,A02BC01,omeprazole,Omeprazol (Losec),Omeprazol,Injecties Tractus Digestivus,Medicatie,1.00,APPROVED,EQUAL,Patrick Thoral,1696652274660,36886706,Omeprazole 40 MG Injectable Solution,Drug,MAPS_TO,,Patrick Thoral,1696652274079,
7504-25,X to be determined,180,,,,,X nader te bepalen,X nader te bepalen,Injecties Haematologisch,Medicatie,0.35,APPROVED,UNMATCHED,Patrick Thoral,1696795214792,0,Unmapped,,MAPS_TO,,,0,
12610-114,Nutrison Sterilized water,10708,,,,,Nutrison Sterilized water,Nutrison Sterilized water,Voeding Enteraal ,SONDEVOEDING NIEUW,0.38,APPROVED,INEXACT,Patrick Thoral,1696614898898,40798859,General Nutrients,Drug,MAPS_TO,,Patrick Thoral,1686948417116,
12610-114,Nutrison Sterilized water,10708,,,,,Nutrison Sterilized water,Nutrison Sterilized water,Voeding Enteraal ,SONDEVOEDING NIEUW,0.38,APPROVED,INEXACT,Patrick Thoral,1696614898898,619486,Enteral nutrition intake,Observation,MAPS_TO,,Patrick Thoral,1686948689041,
9122-29,Pimozid (Orap forte),68,,,,,Pimozide (Orap forte),Pimozide,Niet iv CZS/Sedatie/Analgetica,Medicatie,0.72,UNCHECKED,UNREVIEWED,,0,43836333,Pimozide Oral Tablet [Orap Forte],Drug,MAPS_TO,,<auto>,1686702938716,
12616-114,X tube feeding,1342,,,,,X sondevoeding,X sondevoeding,Voeding Enteraal ,SONDEVOEDING NIEUW,0.42,APPROVED,INEXACT,Patrick Thoral,1696614898898,40798859,General Nutrients,Drug,MAPS_TO,,Patrick Thoral,1686948447250,
12616-114,X tube feeding,1342,,,,,X sondevoeding,X sondevoeding,Voeding Enteraal ,SONDEVOEDING NIEUW,0.42,APPROVED,INEXACT,Patrick Thoral,1696614898898,619486,Enteral nutrition intake,Observation,MAPS_TO,,Patrick Thoral,1686948709383,
6880-70,Pulmicort aerosol,1963,,,,,Pulmicort aerosol,Budesonide,Niet iv Tractus Respiratorius,Medicatie,0.42,APPROVED,EQUAL,Patrick Thoral,1696635036242,44074080,Budesonide 0.4 MG/ACTUAT Metered Dose Inhaler [Pulmicort Turbuhaler],Drug,MAPS_TO,,Patrick Thoral,1696635034402,
7504-30,X to be determined,1069,,,,,X nader te bepalen,X nader te bepalen,Niet iv Circulatie/Diurese,Medicatie,0.35,APPROVED,UNMATCHED,Patrick Thoral,1696795214792,0,Unmapped,,MAPS_TO,,,0,
9123-71,Lynestrol (Orgametril),116,,,,,Lynestrol (Orgametril),Lynestrol,Niet iv Hormonen/Vitaminen/Mineralen,Medicatie,0.59,APPROVED,EQUAL,Patrick Thoral,1710263101529,43146883,Lynestrenol Oral Tablet [ORGAMETRIL],Drug,MAPS_TO,,<auto>,1686702939899,
6882-65,bumetanide,39,,ATC,C03CA02,bumetanide,Bumetanide (Burinex),Bumetanide,2. Spuitpompen,Medicatie,1.00,APPROVED,EQUAL,Patrick Thoral,1690489448520,40014781,bumetanide Injectable Solution [Burinex],Drug,MAPS_TO,,Patrick Thoral,1690489447610,
12619-39,TPV A - without Potassium,215,,,,,TPV A - zonder Kalium,TPV A - zonder Kalium,Voeding Parenteraal,INFUUS-TPV,0.39,APPROVED,INEXACT,Patrick Thoral,1686952942777,588017,Amino Acids,Drug,MAPS_TO,,Patrick Thoral,1686952940727,
10585-21,selective digestive tract decontamination oral paste,6618,,ATC,A01AB,Antiinfectives and antiseptics for local oral treatment,SDD pasta (6 x dgs),SDD pasta (6 x dgs),Niet iv Antimicrobiele middelen,Medicatie,0.36,APPROVED,EQUIVALENT,Patrick Thoral,1711142332073,902722,tobramycin,Drug,MAPS_TO,"# SDD orabase (paste): 20 mg/g tobramycin, 20 mg/g colistin, and 20 mg/g amphotericine B, Dose: 0,5 g t.i.d.",Patrick Thoral,1696804237392,
